"","measure_id","measure_name","location_id","location_name","sex_id","sex_name","age_id","age_name","cause_id","cause_name","metric_id","metric_name","year","val","upper","lower"
"503",1,"Deaths",6,"China",2,"Female",22,"All ages",496,"Intracerebral hemorrhage",1,"Number",1995,581047.38200505,791932.492774083,441719.958847044
"504",1,"Deaths",6,"China",3,"Both",22,"All ages",496,"Intracerebral hemorrhage",1,"Number",1995,1250096.41736232,1533132.08172341,1023172.90263541
"505",1,"Deaths",6,"China",1,"Male",22,"All ages",496,"Intracerebral hemorrhage",3,"Rate",1995,104.842449820627,131.211628597784,82.5500258663204
"506",1,"Deaths",6,"China",2,"Female",22,"All ages",496,"Intracerebral hemorrhage",3,"Rate",1995,97.3086073944748,132.625755504413,73.9752994074707
"507",1,"Deaths",6,"China",3,"Both",22,"All ages",496,"Intracerebral hemorrhage",3,"Rate",1995,101.200645587506,124.113591788941,82.8302176185938
"508",1,"Deaths",6,"China",1,"Male",27,"Age-standardized",496,"Intracerebral hemorrhage",3,"Rate",1995,177.417833335221,220.809511947409,137.780457147206
"509",1,"Deaths",6,"China",2,"Female",27,"Age-standardized",496,"Intracerebral hemorrhage",3,"Rate",1995,137.212462598311,191.226287731388,104.364624257259
"510",1,"Deaths",6,"China",3,"Both",27,"Age-standardized",496,"Intracerebral hemorrhage",3,"Rate",1995,156.014667628281,189.289951948349,126.301908426034
"511",1,"Deaths",6,"China",1,"Male",30,"80-84 years",496,"Intracerebral hemorrhage",1,"Number",1995,72165.9021884642,91588.123732414,53570.6100495673
"512",1,"Deaths",6,"China",2,"Female",30,"80-84 years",496,"Intracerebral hemorrhage",1,"Number",1995,92344.8348794605,135142.38553704,68083.3036834261
"513",1,"Deaths",6,"China",3,"Both",30,"80-84 years",496,"Intracerebral hemorrhage",1,"Number",1995,164510.737067925,208318.405971504,130236.841917991
"514",1,"Deaths",6,"China",1,"Male",30,"80-84 years",496,"Intracerebral hemorrhage",3,"Rate",1995,2753.74402440415,3494.86725428673,2044.17519679068
"515",1,"Deaths",6,"China",2,"Female",30,"80-84 years",496,"Intracerebral hemorrhage",3,"Rate",1995,2256.7203105622,3302.60557244333,1663.81773743077
"516",1,"Deaths",6,"China",3,"Both",30,"80-84 years",496,"Intracerebral hemorrhage",3,"Rate",1995,2450.7607531129,3103.3753942468,1940.17330704801
"517",1,"Deaths",6,"China",1,"Male",31,"85-89 years",496,"Intracerebral hemorrhage",1,"Number",1995,27471.9761917878,35911.6375974334,20228.83197985
"518",1,"Deaths",6,"China",2,"Female",31,"85-89 years",496,"Intracerebral hemorrhage",1,"Number",1995,49481.0123383932,74825.3643975843,35394.5091441496
"519",1,"Deaths",6,"China",3,"Both",31,"85-89 years",496,"Intracerebral hemorrhage",1,"Number",1995,76952.988530181,103703.376691189,59737.7752963234
"520",1,"Deaths",6,"China",1,"Male",31,"85-89 years",496,"Intracerebral hemorrhage",3,"Rate",1995,3420.4039643194,4471.185718346,2518.59482602905
"521",1,"Deaths",6,"China",2,"Female",31,"85-89 years",496,"Intracerebral hemorrhage",3,"Rate",1995,3013.10705093591,4556.43129355043,2155.32059726884
"522",1,"Deaths",6,"China",3,"Both",31,"85-89 years",496,"Intracerebral hemorrhage",3,"Rate",1995,3146.88322008383,4240.80236789689,2442.89151436152
"523",1,"Deaths",6,"China",1,"Male",32,"90-94 years",496,"Intracerebral hemorrhage",1,"Number",1995,6772.25197272609,9234.81696435309,4611.02187726804
"524",1,"Deaths",6,"China",2,"Female",32,"90-94 years",496,"Intracerebral hemorrhage",1,"Number",1995,17363.8805497061,25667.6242279571,11880.4633018806
"525",1,"Deaths",6,"China",3,"Both",32,"90-94 years",496,"Intracerebral hemorrhage",1,"Number",1995,24136.1325224322,33300.0353863003,18349.7200147725
"526",1,"Deaths",6,"China",1,"Male",32,"90-94 years",496,"Intracerebral hemorrhage",3,"Rate",1995,3864.46293640257,5269.68104951337,2631.19612433305
"527",1,"Deaths",6,"China",2,"Female",32,"90-94 years",496,"Intracerebral hemorrhage",3,"Rate",1995,3781.51957863991,5589.91541535538,2587.33665270087
"528",1,"Deaths",6,"China",3,"Both",32,"90-94 years",496,"Intracerebral hemorrhage",3,"Rate",1995,3804.43076500606,5248.8806556596,2892.35399617424
"529",1,"Deaths",6,"China",1,"Male",39,"0-14 years",496,"Intracerebral hemorrhage",1,"Number",1995,2104.08533207065,3714.2950993169,1051.89167813495
"530",1,"Deaths",6,"China",2,"Female",39,"0-14 years",496,"Intracerebral hemorrhage",1,"Number",1995,1376.75776364114,2274.88015763752,713.731740893165
"531",1,"Deaths",6,"China",3,"Both",39,"0-14 years",496,"Intracerebral hemorrhage",1,"Number",1995,3480.84309571179,5238.68039231901,2095.57243478463
"532",1,"Deaths",6,"China",1,"Male",39,"0-14 years",496,"Intracerebral hemorrhage",3,"Rate",1995,1.25127490355493,2.20884779306861,0.625547661041506
"533",1,"Deaths",6,"China",2,"Female",39,"0-14 years",496,"Intracerebral hemorrhage",3,"Rate",1995,0.908161804370529,1.50059750759852,0.470804612666058
"534",1,"Deaths",6,"China",3,"Both",39,"0-14 years",496,"Intracerebral hemorrhage",3,"Rate",1995,1.08860165371125,1.63834909576038,0.655370999281359
"535",1,"Deaths",6,"China",1,"Male",235,"95+ years",496,"Intracerebral hemorrhage",1,"Number",1995,721.54829106343,1054.52435277555,463.369149831469
"536",1,"Deaths",6,"China",2,"Female",235,"95+ years",496,"Intracerebral hemorrhage",1,"Number",1995,2750.50492190909,4297.15676060812,1686.66877922631
"537",1,"Deaths",6,"China",3,"Both",235,"95+ years",496,"Intracerebral hemorrhage",1,"Number",1995,3472.05321297252,5109.05828712509,2313.67245314383
"538",1,"Deaths",6,"China",1,"Male",235,"95+ years",496,"Intracerebral hemorrhage",3,"Rate",1995,3005.67530840083,4392.7175055373,1930.20651503518
"539",1,"Deaths",6,"China",2,"Female",235,"95+ years",496,"Intracerebral hemorrhage",3,"Rate",1995,3600.53377802887,5625.17010706373,2207.92475722455
"540",1,"Deaths",6,"China",3,"Both",235,"95+ years",496,"Intracerebral hemorrhage",3,"Rate",1995,3458.29668617826,5088.81582743074,2304.5055149829
"541",1,"Deaths",6,"China",1,"Male",1,"<5 years",496,"Intracerebral hemorrhage",1,"Number",1994,1463.79071800048,2583.55843178814,715.146322235282
"542",1,"Deaths",6,"China",2,"Female",1,"<5 years",496,"Intracerebral hemorrhage",1,"Number",1994,841.365775917715,1407.81562663452,407.052387474658
"543",1,"Deaths",6,"China",3,"Both",1,"<5 years",496,"Intracerebral hemorrhage",1,"Number",1994,2305.15649391819,3507.36559354389,1354.07330228304
"544",1,"Deaths",6,"China",1,"Male",1,"<5 years",496,"Intracerebral hemorrhage",3,"Rate",1994,2.72076632317629,4.80209273684233,1.32925151509295
"545",1,"Deaths",6,"China",2,"Female",1,"<5 years",496,"Intracerebral hemorrhage",3,"Rate",1994,1.78174095923654,2.98129878445792,0.862005482131175
"546",1,"Deaths",6,"China",3,"Both",1,"<5 years",496,"Intracerebral hemorrhage",3,"Rate",1994,2.28183088873576,3.47187497705807,1.34037159512326
"547",1,"Deaths",6,"China",1,"Male",6,"5-9 years",496,"Intracerebral hemorrhage",1,"Number",1994,429.682340943281,792.909709575301,196.831192398205
"548",1,"Deaths",6,"China",2,"Female",6,"5-9 years",496,"Intracerebral hemorrhage",1,"Number",1994,331.651360905193,603.311723547682,143.300953963091
"549",1,"Deaths",6,"China",3,"Both",6,"5-9 years",496,"Intracerebral hemorrhage",1,"Number",1994,761.333701848474,1233.11211058427,424.206327590044
"550",1,"Deaths",6,"China",1,"Male",6,"5-9 years",496,"Intracerebral hemorrhage",3,"Rate",1994,0.698411952947078,1.28880702325229,0.319932295057661
"551",1,"Deaths",6,"China",2,"Female",6,"5-9 years",496,"Intracerebral hemorrhage",3,"Rate",1994,0.593377429830151,1.07942135056536,0.256388369771035
"552",1,"Deaths",6,"China",3,"Both",6,"5-9 years",496,"Intracerebral hemorrhage",3,"Rate",1994,0.648413152068902,1.05021767529401,0.361288304106861
"553",1,"Deaths",6,"China",1,"Male",7,"10-14 years",496,"Intracerebral hemorrhage",1,"Number",1994,321.311432226103,582.597379942026,149.09538587172
"554",1,"Deaths",6,"China",2,"Female",7,"10-14 years",496,"Intracerebral hemorrhage",1,"Number",1994,279.689236902358,523.494596864311,120.251454420212
"555",1,"Deaths",6,"China",3,"Both",7,"10-14 years",496,"Intracerebral hemorrhage",1,"Number",1994,601.000669128461,941.116889934244,343.321757404837
"556",1,"Deaths",6,"China",1,"Male",7,"10-14 years",496,"Intracerebral hemorrhage",3,"Rate",1994,0.60158996883594,1.09079448936816,0.279150629402546
"557",1,"Deaths",6,"China",2,"Female",7,"10-14 years",496,"Intracerebral hemorrhage",3,"Rate",1994,0.563933401704213,1.05551465638461,0.242461284896508
"558",1,"Deaths",6,"China",3,"Both",7,"10-14 years",496,"Intracerebral hemorrhage",3,"Rate",1994,0.583458876993714,0.913647907442649,0.333301004994585
"559",1,"Deaths",6,"China",1,"Male",8,"15-19 years",496,"Intracerebral hemorrhage",1,"Number",1994,1285.40292375853,2141.21508044408,683.40540735869
"560",1,"Deaths",6,"China",2,"Female",8,"15-19 years",496,"Intracerebral hemorrhage",1,"Number",1994,893.040857568589,1688.92931019295,383.157729901766
"561",1,"Deaths",6,"China",3,"Both",8,"15-19 years",496,"Intracerebral hemorrhage",1,"Number",1994,2178.44378132712,3411.19466277964,1323.17446640148
"562",1,"Deaths",6,"China",1,"Male",8,"15-19 years",496,"Intracerebral hemorrhage",3,"Rate",1994,2.41797864177904,4.02785168469212,1.28555774078824
"563",1,"Deaths",6,"China",2,"Female",8,"15-19 years",496,"Intracerebral hemorrhage",3,"Rate",1994,1.76013536065141,3.32878857144886,0.75518321854073
"564",1,"Deaths",6,"China",3,"Both",8,"15-19 years",496,"Intracerebral hemorrhage",3,"Rate",1994,2.09672836014538,3.28323762712361,1.27354098044893
"565",1,"Deaths",6,"China",1,"Male",9,"20-24 years",496,"Intracerebral hemorrhage",1,"Number",1994,2493.71539894034,4448.54740531919,1451.58288838833
"566",1,"Deaths",6,"China",2,"Female",9,"20-24 years",496,"Intracerebral hemorrhage",1,"Number",1994,1750.32709482957,3032.00384794309,843.217678328526
"567",1,"Deaths",6,"China",3,"Both",9,"20-24 years",496,"Intracerebral hemorrhage",1,"Number",1994,4244.04249376991,6530.40034428849,2643.78276756959
"568",1,"Deaths",6,"China",1,"Male",9,"20-24 years",496,"Intracerebral hemorrhage",3,"Rate",1994,3.89981412685592,6.95689172173535,2.27006797040457
"569",1,"Deaths",6,"China",2,"Female",9,"20-24 years",496,"Intracerebral hemorrhage",3,"Rate",1994,2.91981804524745,5.05785437169728,1.40661834038227
"570",1,"Deaths",6,"China",3,"Both",9,"20-24 years",496,"Intracerebral hemorrhage",3,"Rate",1994,3.42562857650916,5.27108907799092,2.13396020703459
"571",1,"Deaths",6,"China",1,"Male",10,"25-29 years",496,"Intracerebral hemorrhage",1,"Number",1994,3801.73684866148,6278.14706841087,2198.71873167887
"572",1,"Deaths",6,"China",2,"Female",10,"25-29 years",496,"Intracerebral hemorrhage",1,"Number",1994,2165.48761921842,4164.61691945965,1081.81214023432
"573",1,"Deaths",6,"China",3,"Both",10,"25-29 years",496,"Intracerebral hemorrhage",1,"Number",1994,5967.2244678799,8663.47195398629,3770.58978932865
"574",1,"Deaths",6,"China",1,"Male",10,"25-29 years",496,"Intracerebral hemorrhage",3,"Rate",1994,5.59570784026106,9.2406913396406,3.23625441085331
"575",1,"Deaths",6,"China",2,"Female",10,"25-29 years",496,"Intracerebral hemorrhage",3,"Rate",1994,3.42789702746672,6.5924542038739,1.71247371117508
"576",1,"Deaths",6,"China",3,"Both",10,"25-29 years",496,"Intracerebral hemorrhage",3,"Rate",1994,4.55121729712436,6.60765212074266,2.87583843408694
"577",1,"Deaths",6,"China",1,"Male",11,"30-34 years",496,"Intracerebral hemorrhage",1,"Number",1994,5297.81785134905,7871.30880496408,3447.11348814022
"578",1,"Deaths",6,"China",2,"Female",11,"30-34 years",496,"Intracerebral hemorrhage",1,"Number",1994,2724.41548742593,4625.82849468015,1483.56472050372
"579",1,"Deaths",6,"China",3,"Both",11,"30-34 years",496,"Intracerebral hemorrhage",1,"Number",1994,8022.23333877498,11773.4695838478,5460.25051495636
"580",1,"Deaths",6,"China",1,"Male",11,"30-34 years",496,"Intracerebral hemorrhage",3,"Rate",1994,9.97719495330411,14.8237604025566,6.49182819461816
"581",1,"Deaths",6,"China",2,"Female",11,"30-34 years",496,"Intracerebral hemorrhage",3,"Rate",1994,5.48847271049284,9.31896532436019,2.98871611922445
"582",1,"Deaths",6,"China",3,"Both",11,"30-34 years",496,"Intracerebral hemorrhage",3,"Rate",1994,7.80842801184749,11.4596878216946,5.31472612079375
"583",1,"Deaths",6,"China",1,"Male",12,"35-39 years",496,"Intracerebral hemorrhage",1,"Number",1994,7868.40150871719,11361.1020960064,5081.94329930458
"584",1,"Deaths",6,"China",2,"Female",12,"35-39 years",496,"Intracerebral hemorrhage",1,"Number",1994,4174.23761216463,6762.06100370072,2324.1836099524
"585",1,"Deaths",6,"China",3,"Both",12,"35-39 years",496,"Intracerebral hemorrhage",1,"Number",1994,12042.6391208818,16351.9615830933,8694.23790941475
"586",1,"Deaths",6,"China",1,"Male",12,"35-39 years",496,"Intracerebral hemorrhage",3,"Rate",1994,16.7315603675899,24.1585238566042,10.8063678502911
"587",1,"Deaths",6,"China",2,"Female",12,"35-39 years",496,"Intracerebral hemorrhage",3,"Rate",1994,9.68676458317278,15.6920853880032,5.3935165099532
"588",1,"Deaths",6,"China",3,"Both",12,"35-39 years",496,"Intracerebral hemorrhage",3,"Rate",1994,13.3629703171448,18.1447583929566,9.64745700236484
"589",1,"Deaths",6,"China",1,"Male",13,"40-44 years",496,"Intracerebral hemorrhage",1,"Number",1994,15212.5361578095,20530.6905475996,10665.0841087426
"590",1,"Deaths",6,"China",2,"Female",13,"40-44 years",496,"Intracerebral hemorrhage",1,"Number",1994,9367.40781762148,13983.1932643919,6088.51885715249
"591",1,"Deaths",6,"China",3,"Both",13,"40-44 years",496,"Intracerebral hemorrhage",1,"Number",1994,24579.943975431,31759.3589904574,18301.570304015
"592",1,"Deaths",6,"China",1,"Male",13,"40-44 years",496,"Intracerebral hemorrhage",3,"Rate",1994,35.0626038081213,47.320148403268,24.5814119885042
"593",1,"Deaths",6,"China",2,"Female",13,"40-44 years",496,"Intracerebral hemorrhage",3,"Rate",1994,23.0236290149161,34.3685105240756,14.9646307865129
"594",1,"Deaths",6,"China",3,"Both",13,"40-44 years",496,"Intracerebral hemorrhage",3,"Rate",1994,29.2364840293238,37.776001150946,21.7687057561937
"595",1,"Deaths",6,"China",1,"Male",14,"45-49 years",496,"Intracerebral hemorrhage",1,"Number",1994,21709.3188159332,29075.1256789457,15264.3166438232
"596",1,"Deaths",6,"China",2,"Female",14,"45-49 years",496,"Intracerebral hemorrhage",1,"Number",1994,14332.2405504297,20304.371711671,9694.78441952284
"597",1,"Deaths",6,"China",3,"Both",14,"45-49 years",496,"Intracerebral hemorrhage",1,"Number",1994,36041.5593663628,45395.9205948794,28219.100486038
"598",1,"Deaths",6,"China",1,"Male",14,"45-49 years",496,"Intracerebral hemorrhage",3,"Rate",1994,65.6269249598506,87.8936417723971,46.1437860598539
"599",1,"Deaths",6,"China",2,"Female",14,"45-49 years",496,"Intracerebral hemorrhage",3,"Rate",1994,47.6339152566436,67.4825906005416,32.221098846763
"600",1,"Deaths",6,"China",3,"Both",14,"45-49 years",496,"Intracerebral hemorrhage",3,"Rate",1994,57.0564859143566,71.8651398420992,44.6729480550753
"601",1,"Deaths",6,"China",1,"Male",15,"50-54 years",496,"Intracerebral hemorrhage",1,"Number",1994,32361.2809540366,41957.5232483415,24403.2828966522
"602",1,"Deaths",6,"China",2,"Female",15,"50-54 years",496,"Intracerebral hemorrhage",1,"Number",1994,22286.3840687888,30375.3534855649,15188.4883097147
"603",1,"Deaths",6,"China",3,"Both",15,"50-54 years",496,"Intracerebral hemorrhage",1,"Number",1994,54647.6650228255,67068.1855202976,43699.1166471954
"604",1,"Deaths",6,"China",1,"Male",15,"50-54 years",496,"Intracerebral hemorrhage",3,"Rate",1994,125.948508436725,163.296609869475,94.9763727263518
"605",1,"Deaths",6,"China",2,"Female",15,"50-54 years",496,"Intracerebral hemorrhage",3,"Rate",1994,95.7601905818374,130.516894521348,65.2619344034902
"606",1,"Deaths",6,"China",3,"Both",15,"50-54 years",496,"Intracerebral hemorrhage",3,"Rate",1994,111.600604516387,136.96559669578,89.2416507205229
"607",1,"Deaths",6,"China",1,"Male",16,"55-59 years",496,"Intracerebral hemorrhage",1,"Number",1994,56009.8912104679,75680.0806185187,41983.2133603057
"608",1,"Deaths",6,"China",2,"Female",16,"55-59 years",496,"Intracerebral hemorrhage",1,"Number",1994,34709.7778304506,48059.2878799497,23774.8715698395
"609",1,"Deaths",6,"China",3,"Both",16,"55-59 years",496,"Intracerebral hemorrhage",1,"Number",1994,90719.6690409184,114164.930159774,72830.8677653589
"610",1,"Deaths",6,"China",1,"Male",16,"55-59 years",496,"Intracerebral hemorrhage",3,"Rate",1994,234.856018868465,317.335421611887,176.040519558516
"611",1,"Deaths",6,"China",2,"Female",16,"55-59 years",496,"Intracerebral hemorrhage",3,"Rate",1994,161.480281455672,223.586200157269,110.607822712771
"612",1,"Deaths",6,"China",3,"Both",16,"55-59 years",496,"Intracerebral hemorrhage",3,"Rate",1994,200.072688211322,251.778745645792,160.620818535022
"613",1,"Deaths",6,"China",1,"Male",17,"60-64 years",496,"Intracerebral hemorrhage",1,"Number",1994,84817.1889791048,113467.393733951,63493.6335683926
"614",1,"Deaths",6,"China",2,"Female",17,"60-64 years",496,"Intracerebral hemorrhage",1,"Number",1994,53281.0781649496,72353.9787745626,38444.0147391742
"615",1,"Deaths",6,"China",3,"Both",17,"60-64 years",496,"Intracerebral hemorrhage",1,"Number",1994,138098.267144054,177639.323880173,110893.001520879
"616",1,"Deaths",6,"China",1,"Male",17,"60-64 years",496,"Intracerebral hemorrhage",3,"Rate",1994,418.26002664708,559.543126788002,313.106920753743
"617",1,"Deaths",6,"China",2,"Female",17,"60-64 years",496,"Intracerebral hemorrhage",3,"Rate",1994,281.301497786804,381.998324754401,202.968094857017
"618",1,"Deaths",6,"China",3,"Both",17,"60-64 years",496,"Intracerebral hemorrhage",3,"Rate",1994,352.116391974596,452.936297399341,282.749699893293
"619",1,"Deaths",6,"China",1,"Male",18,"65-69 years",496,"Intracerebral hemorrhage",1,"Number",1994,107539.141680069,140789.700107949,80588.9526622125
"620",1,"Deaths",6,"China",2,"Female",18,"65-69 years",496,"Intracerebral hemorrhage",1,"Number",1994,74698.8702399437,105023.895510908,54746.9165306622
"621",1,"Deaths",6,"China",3,"Both",18,"65-69 years",496,"Intracerebral hemorrhage",1,"Number",1994,182238.011920013,223949.04009509,147633.843877767
"622",1,"Deaths",6,"China",1,"Male",18,"65-69 years",496,"Intracerebral hemorrhage",3,"Rate",1994,708.851282173238,928.02451162582,531.207349539366
"623",1,"Deaths",6,"China",2,"Female",18,"65-69 years",496,"Intracerebral hemorrhage",3,"Rate",1994,491.011285484605,690.344014250388,359.862923973174
"624",1,"Deaths",6,"China",3,"Both",18,"65-69 years",496,"Intracerebral hemorrhage",3,"Rate",1994,599.779410605594,737.058212272844,485.890615978135
"625",1,"Deaths",6,"China",1,"Male",19,"70-74 years",496,"Intracerebral hemorrhage",1,"Number",1994,119342.435629614,152205.7885313,91334.5916714205
"626",1,"Deaths",6,"China",2,"Female",19,"70-74 years",496,"Intracerebral hemorrhage",1,"Number",1994,98329.6583878822,133435.794700713,75856.7040711215
"627",1,"Deaths",6,"China",3,"Both",19,"70-74 years",496,"Intracerebral hemorrhage",1,"Number",1994,217672.094017497,269208.984496546,177821.202000949
"628",1,"Deaths",6,"China",1,"Male",19,"70-74 years",496,"Intracerebral hemorrhage",3,"Rate",1994,1184.02053687168,1510.0645340532,906.149029850336
"629",1,"Deaths",6,"China",2,"Female",19,"70-74 years",496,"Intracerebral hemorrhage",3,"Rate",1994,867.437917051819,1177.1348514072,669.187531541133
"630",1,"Deaths",6,"China",3,"Both",19,"70-74 years",496,"Intracerebral hemorrhage",3,"Rate",1994,1016.44377228181,1257.10094795996,830.35565109693
"631",1,"Deaths",6,"China",1,"Male",20,"75-79 years",496,"Intracerebral hemorrhage",1,"Number",1994,102417.742292064,129822.042303956,78303.9666319323
"632",1,"Deaths",6,"China",2,"Female",20,"75-79 years",496,"Intracerebral hemorrhage",1,"Number",1994,103586.72744497,146740.817567958,74438.5236784165
"633",1,"Deaths",6,"China",3,"Both",20,"75-79 years",496,"Intracerebral hemorrhage",1,"Number",1994,206004.469737034,260632.187839576,164869.63683484
"634",1,"Deaths",6,"China",1,"Male",20,"75-79 years",496,"Intracerebral hemorrhage",3,"Rate",1994,1823.85634640805,2311.8724398797,1394.4379488791
"635",1,"Deaths",6,"China",2,"Female",20,"75-79 years",496,"Intracerebral hemorrhage",3,"Rate",1994,1413.56270335709,2002.45100787055,1015.80118766347
"636",1,"Deaths",6,"China",3,"Both",20,"75-79 years",496,"Intracerebral hemorrhage",3,"Rate",1994,1591.56568680202,2013.61284816354,1273.76292910926
"637",1,"Deaths",6,"China",1,"Male",22,"All ages",496,"Intracerebral hemorrhage",1,"Number",1994,666518.085414532,840705.890733468,520763.992093344
"638",1,"Deaths",6,"China",2,"Female",22,"All ages",496,"Intracerebral hemorrhage",1,"Number",1994,584286.306582129,800692.507024478,445069.391899729
"639",1,"Deaths",6,"China",3,"Both",22,"All ages",496,"Intracerebral hemorrhage",1,"Number",1994,1250804.39199666,1530413.93545239,1030741.09054034
"640",1,"Deaths",6,"China",1,"Male",22,"All ages",496,"Intracerebral hemorrhage",3,"Rate",1994,105.043169689796,132.495146751499,82.0723422017499
"641",1,"Deaths",6,"China",2,"Female",22,"All ages",496,"Intracerebral hemorrhage",3,"Rate",1994,98.4150837680338,134.865765744545,74.9658874304679
"642",1,"Deaths",6,"China",3,"Both",22,"All ages",496,"Intracerebral hemorrhage",3,"Rate",1994,101.839276143192,124.604813017271,83.9219363341927
"643",1,"Deaths",6,"China",1,"Male",27,"Age-standardized",496,"Intracerebral hemorrhage",3,"Rate",1994,181.793148381298,226.741556387216,140.364045905569
"644",1,"Deaths",6,"China",2,"Female",27,"Age-standardized",496,"Intracerebral hemorrhage",3,"Rate",1994,141.750065293033,199.905261605356,109.34283891652
"645",1,"Deaths",6,"China",3,"Both",27,"Age-standardized",496,"Intracerebral hemorrhage",3,"Rate",1994,160.507936576097,199.335005753817,130.214146014635
"646",1,"Deaths",6,"China",1,"Male",30,"80-84 years",496,"Intracerebral hemorrhage",1,"Number",1994,70293.781875574,89350.9895486535,52180.5300118918
"647",1,"Deaths",6,"China",2,"Female",30,"80-84 years",496,"Intracerebral hemorrhage",1,"Number",1994,91828.5286683403,136683.341155921,67142.0217420044
"648",1,"Deaths",6,"China",3,"Both",30,"80-84 years",496,"Intracerebral hemorrhage",1,"Number",1994,162122.310543914,208346.76344805,130254.975460816
"649",1,"Deaths",6,"China",1,"Male",30,"80-84 years",496,"Intracerebral hemorrhage",3,"Rate",1994,2806.09632873717,3566.85153439772,2083.0234167385
"650",1,"Deaths",6,"China",2,"Female",30,"80-84 years",496,"Intracerebral hemorrhage",3,"Rate",1994,2331.47038298534,3470.30673771842,1704.69501597504
"651",1,"Deaths",6,"China",3,"Both",30,"80-84 years",496,"Intracerebral hemorrhage",3,"Rate",1994,2515.98513581154,3233.34498608535,2021.43419388375
"652",1,"Deaths",6,"China",1,"Male",31,"85-89 years",496,"Intracerebral hemorrhage",1,"Number",1994,26929.8731117425,35206.3563186193,19985.2680092395
"653",1,"Deaths",6,"China",2,"Female",31,"85-89 years",496,"Intracerebral hemorrhage",1,"Number",1994,49745.8274633756,75098.8368615379,35674.1900730613
"654",1,"Deaths",6,"China",3,"Both",31,"85-89 years",496,"Intracerebral hemorrhage",1,"Number",1994,76675.7005751181,103602.584618033,59004.1784428605
"655",1,"Deaths",6,"China",1,"Male",31,"85-89 years",496,"Intracerebral hemorrhage",3,"Rate",1994,3487.83099471303,4559.76232303332,2588.39827841143
"656",1,"Deaths",6,"China",2,"Female",31,"85-89 years",496,"Intracerebral hemorrhage",3,"Rate",1994,3093.81479004734,4670.58050986558,2218.66521272069
"657",1,"Deaths",6,"China",3,"Both",31,"85-89 years",496,"Intracerebral hemorrhage",3,"Rate",1994,3221.63868183441,4353.0100362955,2479.14452995641
"658",1,"Deaths",6,"China",1,"Male",32,"90-94 years",496,"Intracerebral hemorrhage",1,"Number",1994,6255.28975923138,8741.77139380077,4383.87993716462
"659",1,"Deaths",6,"China",2,"Female",32,"90-94 years",496,"Intracerebral hemorrhage",1,"Number",1994,16380.3398961833,24257.6483240293,11069.8982608439
"660",1,"Deaths",6,"China",3,"Both",32,"90-94 years",496,"Intracerebral hemorrhage",1,"Number",1994,22635.6296554147,31073.5222139327,17033.7933501768
"661",1,"Deaths",6,"China",1,"Male",32,"90-94 years",496,"Intracerebral hemorrhage",3,"Rate",1994,3909.23884407473,5463.16375644064,2739.7026193443
"662",1,"Deaths",6,"China",2,"Female",32,"90-94 years",496,"Intracerebral hemorrhage",3,"Rate",1994,3880.35853472893,5746.4236580666,2622.36159123018
"663",1,"Deaths",6,"China",3,"Both",32,"90-94 years",496,"Intracerebral hemorrhage",3,"Rate",1994,3888.29676864195,5337.73868251357,2926.02612118473
"664",1,"Deaths",6,"China",1,"Male",39,"0-14 years",496,"Intracerebral hemorrhage",1,"Number",1994,2214.78449116986,3951.22615029728,1079.25651141181
"665",1,"Deaths",6,"China",2,"Female",39,"0-14 years",496,"Intracerebral hemorrhage",1,"Number",1994,1452.70637372526,2492.48065546443,684.361098544437
"666",1,"Deaths",6,"China",3,"Both",39,"0-14 years",496,"Intracerebral hemorrhage",1,"Number",1994,3667.49086489513,5415.41066355488,2171.72714002906
"667",1,"Deaths",6,"China",1,"Male",39,"0-14 years",496,"Intracerebral hemorrhage",3,"Rate",1994,1.31259079315637,2.34169197375021,0.639620769416237
"668",1,"Deaths",6,"China",2,"Female",39,"0-14 years",496,"Intracerebral hemorrhage",3,"Rate",1994,0.951285350424116,1.63216764009822,0.448144717487553
"669",1,"Deaths",6,"China",3,"Both",39,"0-14 years",496,"Intracerebral hemorrhage",3,"Rate",1994,1.14094361139232,1.68471536188147,0.675616735632778
"670",1,"Deaths",6,"China",1,"Male",235,"95+ years",496,"Intracerebral hemorrhage",1,"Number",1994,667.745926288202,964.229672136096,437.277699015582
"671",1,"Deaths",6,"China",2,"Female",235,"95+ years",496,"Intracerebral hemorrhage",1,"Number",1994,2579.25100426107,4283.06447256042,1619.20031871011
"672",1,"Deaths",6,"China",3,"Both",235,"95+ years",496,"Intracerebral hemorrhage",1,"Number",1994,3246.99693054927,4860.19437827489,2190.34694728779
"673",1,"Deaths",6,"China",1,"Male",235,"95+ years",496,"Intracerebral hemorrhage",3,"Rate",1994,3024.18493146531,4366.94366846224,1980.40688256926
"674",1,"Deaths",6,"China",2,"Female",235,"95+ years",496,"Intracerebral hemorrhage",3,"Rate",1994,3674.25375781313,6101.40917160156,2306.62035057625
"675",1,"Deaths",6,"China",3,"Both",235,"95+ years",496,"Intracerebral hemorrhage",3,"Rate",1994,3518.70614044272,5266.89620235891,2373.63552167502
"676",1,"Deaths",6,"China",1,"Male",1,"<5 years",496,"Intracerebral hemorrhage",1,"Number",1991,1691.57214156223,2994.70281241514,783.54502643736
"677",1,"Deaths",6,"China",2,"Female",1,"<5 years",496,"Intracerebral hemorrhage",1,"Number",1991,967.207126860538,1682.61091512716,466.771754140514
